FIPS,State,County,hi_diabetes,hi_obesity,RECFACPTH09,PCT_OBESE_ADULTS08,PCT_DIABETES_ADULTS08,FFRPTH09,FSRPTH09,PC_FFRSALES07,PC_FSRSALES07,PCT_NHWHITE10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,METRO13,POPLOSS10,MEDHHINC15,PCT_LACCESS_POP10,SNAP_PART_RATE08,PCT_NSLP09,PCT_WIC09,PCT_CACFP09,GROCPTH09,WICSPTH08
16077,ID,Power,0,0,0.0,26.8,8.2,0.131095962,0.917671736,570.671423150609,583.9972549234786,66.0611487783037,12.114621977740821,30.881412306511454,0,0,0.0,44004.0,13.881686062598057,61,10.997728685645823,2.9871244746251295,0.6260184849149406,0.131095962,0.129584
16079,ID,Shoshone,0,1,0.155496812,29.8,8.8,0.544238843,1.477219717,570.671423150609,583.9972549234786,93.45084214649432,19.874657265961616,20.83822953388171,0,0,1.0,37497.0,4.32393604667172,61,10.997728685645823,2.9871244746251295,0.6260184849149406,0.466490437,0.3889537
16081,ID,Teton,0,0,0.398366697,20.5,6.6,0.697141719,1.493875112,570.671423150609,583.9972549234786,81.47492625368731,6.529006882989184,29.724680432645034,0,0,0.0,58013.0,8.910605679513285,61,10.997728685645823,2.9871244746251295,0.6260184849149406,0.099591674,0.1107175
16083,ID,Twin Falls,0,0,0.118000288,25.7,9.5,0.721112874,0.74733516,570.671423150609,583.9972549234786,82.66347274375244,13.862488670205877,27.377961931891754,0,0,0.0,45799.0,9.356206897530676,61,10.997728685645823,2.9871244746251295,0.6260184849149406,0.222889434,0.1616858
16085,ID,Valley,0,0,0.30075188,27.4,8.6,0.701754386,2.406015038,570.671423150609,583.9972549234786,94.06814033664571,16.822145609409855,19.76272561346583,0,0,0.0,51774.0,18.049352613740723,61,10.997728685645823,2.9871244746251295,0.6260184849149406,0.501253133,0.3361721
16087,ID,Washington,1,0,0.19659884,25.2,10.1,0.29489826,0.78639536,570.671423150609,583.9972549234786,80.07452441655226,20.504020396156108,24.691115905079428,0,0,0.0,38592.0,20.913425576219165,61,10.997728685645823,2.9871244746251295,0.6260184849149406,0.29489826,0.1994217
17001,IL,Adams,0,0,0.104416832,26.5,9.0,0.432584018,0.686167753,629.814434686419,646.2592516337282,93.01223492243268,17.505923729192435,23.04069862748312,0,0,0.0,47264.0,15.655384495634026,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.164083593,0.1644368
17003,IL,Alexander,1,0,0.0,28.2,11.0,0.120554551,0.482218204,629.814434686419,646.2592516337282,60.487982520029135,16.957999514445255,22.881767419276525,1,1,1.0,32922.0,46.84214141964445,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.241109102,0.2465483
17005,IL,Bond,0,0,0.0563476,27.9,8.8,0.33808530999999997,0.845213275,629.814434686419,646.2592516337282,88.90702386312472,15.032642953624492,20.54254840162089,0,1,0.0,50206.0,11.711998721093877,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.16904265499999999,0.2199615
17007,IL,Boone,0,0,0.0553976,27.0,7.2,0.480112272,0.313919563,629.814434686419,646.2592516337282,75.24600756946369,11.749284593372105,28.955967875934647,0,1,0.0,62382.0,16.733998705566304,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.16619271,0.0927782
17009,IL,Brown,0,0,0.143616257,28.1,7.9,0.287232515,0.430848772,629.814434686419,646.2592516337282,74.8306184229494,12.382874441401182,16.05881504973331,0,0,0.0,53516.0,27.539919408694246,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.287232515,0.3046923
17011,IL,Bureau,0,0,0.0285242,26.7,9.0,0.37081408,1.112442239,629.814434686419,646.2592516337282,89.9794156326834,18.085653839556294,23.314654925953455,0,0,1.0,51275.0,35.68761914041541,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.08557248,0.1726172
17013,IL,Calhoun,0,0,0.196772924,26.7,9.6,0.196772924,2.164502165,629.814434686419,646.2592516337282,98.27078011397131,20.12183140106111,21.8707015130674,0,1,0.0,51109.0,15.566853149332932,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.590318772,0.1990446
17015,IL,Carroll,0,0,0.0,26.7,9.6,0.710777979,0.581545619,629.814434686419,646.2592516337282,94.85929680899461,21.19971404432313,20.543315786053164,0,0,1.0,50432.0,11.967142245952102,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.19384854,0.1265102
17017,IL,Cass,0,0,0.0,27.6,8.6,0.513836893,0.954268516,629.814434686419,646.2592516337282,79.38718662952647,15.701510042515759,24.930362116991645,0,0,0.0,46647.0,10.760643930867175,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.367026352,0.2946376
17019,IL,Champaign,0,0,0.105016803,26.8,7.4,0.77512402,0.815130421,629.814434686419,646.2592516337282,70.85204469840512,9.979063163600738,19.434456761205684,0,1,0.0,50813.0,14.635650734280167,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.155024804,0.1911532
17021,IL,Christian,0,0,0.143645139,27.1,8.9,0.488393473,0.689496667,629.814434686419,646.2592516337282,95.77873563218391,17.517241379310345,22.344827586206897,0,0,0.0,49041.0,10.064038876292644,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.229832222,0.2321061
17023,IL,Clark,0,0,0.182581705,27.4,9.0,0.669466253,1.095490232,629.814434686419,646.2592516337282,97.49005203550658,18.034894398530763,22.76094276094276,0,0,0.0,50700.0,8.67380102606434,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.182581705,0.2382654
17025,IL,Clay,0,0,0.144654998,27.4,8.9,0.506292492,0.723274989,629.814434686419,646.2592516337282,97.20593557727109,17.86463988418386,22.902642055736518,0,0,0.0,43577.0,15.443329981479046,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.289309996,0.4391422
17027,IL,Clinton,0,0,0.0533917,27.6,8.5,0.560612937,0.77417977,629.814434686419,646.2592516337282,92.06609819395159,14.453683597267094,22.72655050050315,0,1,0.0,64030.0,11.086631774736453,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.293654395,0.2197681
17029,IL,Coles,0,0,0.149220324,26.6,7.4,0.76475416,0.746101619,629.814434686419,646.2592516337282,91.56720435097358,13.79355150075177,18.454513392608543,0,0,0.0,42613.0,14.842555796203923,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.093262702,0.2302777
17031,IL,Cook,0,0,0.080475085,25.2,8.7,0.763258897,0.681818884,629.814434686419,646.2592516337282,43.859490728486385,11.941632537165463,23.72198453223734,0,1,0.0,56841.0,7.992797225208256,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.270180141,0.1426749
17033,IL,Crawford,0,0,0.100781053,27.2,8.7,0.453514739,0.655076846,629.814434686419,646.2592516337282,91.92107786244134,16.834031387192812,20.45213705404451,0,0,0.0,49856.0,14.77000070140859,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.251952633,0.3090394
17035,IL,Cumberland,0,0,0.0,27.4,9.0,0.362187613,0.54328142,629.814434686419,646.2592516337282,97.8910209992759,16.63649529326575,23.515568428674875,0,0,0.0,51505.0,0.8313336910399729,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.181093807,0.2777006
17037,IL,DeKalb,0,0,0.095105853,26.6,6.9,0.722804481,0.66574097,629.814434686419,646.2592516337282,79.71186763027768,9.829783187523773,22.337390642829973,0,1,0.0,56874.0,25.118495785885415,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.142658779,0.1126729
17039,IL,De Witt,0,0,0.181400411,26.8,8.6,0.48373443,0.907002056,629.814434686419,646.2592516337282,95.73697240504801,16.71396654791377,23.078316526779787,0,1,0.0,54796.0,4.324687897638247,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.241867215,0.3072763
17041,IL,Douglas,0,0,0.0501278,28.3,8.7,0.701789563,1.002556519,629.814434686419,646.2592516337282,92.22722722722723,15.785785785785786,25.895895895895897,0,0,0.0,53213.0,9.865965971923174,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.551406086,0.1553358
17043,IL,DuPage,0,0,0.12380414,24.6,7.5,0.876489484,0.768023911,629.814434686419,646.2592516337282,70.4671270465164,11.60379704315734,24.803582412500926,0,1,0.0,81616.0,27.317962364724448,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.188445239,0.1250833
17045,IL,Edgar,0,0,0.160702807,27.5,9.5,0.535676023,0.535676023,629.814434686419,646.2592516337282,97.66365202411714,18.67463393626184,22.184539190353146,0,0,0.0,50306.0,36.310866201751885,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.160702807,0.2147766
17047,IL,Edwards,0,0,0.0,27.2,9.1,0.898876404,0.149812734,629.814434686419,646.2592516337282,97.53012944502306,17.72057729504538,22.853742002678175,0,0,1.0,48329.0,18.499599861018748,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.449438202,0.3078818
17049,IL,Effingham,0,0,0.087527352,27.1,8.6,0.904449307,0.64186725,629.814434686419,646.2592516337282,96.82553589159511,15.174347292798318,24.653933765551077,0,0,0.0,53077.0,17.112332266073622,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.262582057,0.2042365
17051,IL,Fayette,0,0,0.0452714,26.9,8.3,0.452714021,0.860156639,629.814434686419,646.2592516337282,92.97651309846432,16.169828364950316,22.47515808491418,0,0,0.0,41838.0,32.1051764290476,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.362171216,0.2385838
17053,IL,Ford,0,0,0.213007668,27.5,9.3,0.852030673,0.923033229,629.814434686419,646.2592516337282,96.01590796108232,18.698956040053975,23.769618635040125,0,1,1.0,53151.0,18.345124839483702,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.213007668,0.2151617
17055,IL,Franklin,0,0,0.151967985,27.0,9.5,0.582543944,0.734511929,629.814434686419,646.2592516337282,96.94648770253532,18.396906043831045,22.651095776143173,0,0,0.0,43428.0,11.160140662245494,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.151967985,0.2545307
17057,IL,Fulton,0,0,0.080884335,27.4,8.9,0.485306012,0.94365058,629.814434686419,646.2592516337282,92.79182065877148,18.052820415981007,20.915050311581105,0,0,0.0,44649.0,12.447050254230867,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.242653006,0.2451381
17059,IL,Gallatin,0,0,0.0,26.7,9.5,0.17758835,0.532765051,629.814434686419,646.2592516337282,97.10144927536231,20.48667024512435,21.184469493648237,0,0,1.0,40817.0,86.88582599424888,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.0,0.1704449
17061,IL,Greene,0,0,0.071808129,28.2,9.2,0.359040643,0.646273158,629.814434686419,646.2592516337282,97.34264727063228,17.197177012818663,23.030390321186804,0,0,1.0,43943.0,1.8717172518511016,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.359040643,0.367296
17063,IL,Grundy,0,0,0.30179872,28.4,7.5,0.623717355,0.563357611,629.814434686419,646.2592516337282,88.93993568104189,11.078041667498951,27.279627669136886,0,1,0.0,71928.0,18.229276620883507,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.120719488,0.1874805
17065,IL,Hamilton,0,0,0.0,27.0,9.5,0.591856061,0.710227273,629.814434686419,646.2592516337282,97.36313113397186,19.75877970911671,22.83315596547239,0,0,0.0,45926.0,18.29381406072295,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.236742424,0.3683241
17067,IL,Hancock,0,0,0.0524109,26.6,9.2,0.419287212,0.524109015,629.814434686419,646.2592516337282,97.41938860971524,19.8178391959799,21.96922110552764,0,0,1.0,48213.0,53.41705755374634,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.314465409,0.3233978
17069,IL,Hardin,0,0,0.0,27.2,9.1,0.230202578,1.841620626,629.814434686419,646.2592516337282,96.55092592592592,20.324074074074076,20.27777777777778,0,0,1.0,39128.0,23.72767772237477,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.230202578,0.4537205
17071,IL,Henderson,0,0,0.0,27.7,9.5,0.136239782,0.544959128,629.814434686419,646.2592516337282,97.2991406356568,20.897558314009,20.365570863456554,0,0,0.0,47354.0,1.390885103439899,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.272479564,0.2679887
17073,IL,Henry,0,0,0.0593636,27.0,8.8,0.455121102,0.751939212,629.814434686419,646.2592516337282,92.0908766786832,17.081963316563005,23.957136631937566,0,1,1.0,58983.0,18.722071767286533,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.257242362,0.2630674
17075,IL,Iroquois,0,0,0.066972508,27.7,9.3,0.703211332,0.803670093,629.814434686419,646.2592516337282,92.4254660475133,18.934652399219328,23.60522242412006,0,0,0.0,49836.0,14.090737916597684,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.267890031,0.1667612
17077,IL,Jackson,0,0,0.067042102,26.9,7.3,0.670421024,1.022392062,629.814434686419,646.2592516337282,75.9673187419044,11.627752499252715,17.831877511707464,1,1,0.0,36613.0,23.648135659113223,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.201126307,0.2063593
17079,IL,Jasper,0,0,0.103082156,27.1,9.0,0.515410782,0.618492939,629.814434686419,646.2592516337282,98.13363580119612,17.41596205403176,22.72633532687152,0,0,1.0,52608.0,15.508388252744895,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.103082156,0.207857
17081,IL,Jefferson,0,0,0.179625353,27.9,9.0,0.641519117,0.718501411,629.814434686419,646.2592516337282,87.35931181909497,16.194915909032375,22.139233007958378,0,0,0.0,46460.0,22.39924708124099,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.128303823,0.1996556
17083,IL,Jersey,0,0,0.0,26.6,8.3,0.563746748,0.650477016,629.814434686419,646.2592516337282,96.9371329127692,15.684141831629322,22.793125951707633,0,1,0.0,53864.0,15.198902180018317,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.173460538,0.132761
17085,IL,Jo Daviess,0,0,0.0,26.3,9.2,0.52898391,1.719197708,629.814434686419,646.2592516337282,95.60366875385836,21.306993562042507,20.79107505070994,0,0,0.0,51201.0,19.945286955785473,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.308573948,0.226357
17087,IL,Johnson,0,0,0.158679784,27.4,8.2,0.238019676,0.476039353,629.814434686419,646.2592516337282,87.87156254967414,17.223017008424733,19.40073120330631,0,0,0.0,46838.0,17.6544293829849,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.158679784,0.1462523
17089,IL,Kane,0,0,0.086059698,27.9,7.1,0.639580029,0.56134394,629.814434686419,646.2592516337282,59.00820736353245,9.643506595584055,28.953808593181424,0,1,0.0,70502.0,19.679533234382237,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.150604472,0.1110985
17091,IL,Kankakee,0,0,0.159141344,28.2,9.0,0.689612491,0.556994704,629.814434686419,646.2592516337282,73.35278407037524,13.430704545654876,25.345309346049767,0,1,0.0,53227.0,14.96710129090728,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.194506087,0.1774324
17093,IL,Kendall,0,0,0.115565828,24.9,6.0,0.471152991,0.444483954,629.814434686419,646.2592516337282,74.21907683726118,7.305466462139172,31.433900432296753,0,1,0.0,88773.0,24.098016100178672,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.115565828,0.1674893
17095,IL,Knox,0,0,0.075733192,28.1,9.2,0.700532026,0.776265218,629.814434686419,646.2592516337282,85.28505829664203,18.447060602052193,20.559723350781383,0,0,1.0,43796.0,13.973195080782233,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.170399682,0.2510719
17097,IL,Lake,0,0,0.156909286,24.8,7.6,0.763149711,0.661871899,629.814434686419,646.2592516337282,65.20622293741523,10.390468852617483,27.389112702605118,0,1,0.0,82160.0,36.168219142854205,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.171173767,0.1285997
17099,IL,LaSalle,0,0,0.131580102,27.1,9.1,0.657900508,1.017552786,629.814434686419,646.2592516337282,88.25620589164707,16.3951406200625,23.013588006039114,0,0,0.0,52316.0,23.41669203401926,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.210528163,0.2306355
17101,IL,Lawrence,0,0,0.0,27.1,8.7,0.297583621,0.654683966,629.814434686419,646.2592516337282,86.08685320501395,15.938929483752155,19.05186241311709,0,0,0.0,43268.0,12.528711289266203,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.178550173,0.3025719
17103,IL,Lee,0,0,0.110530824,27.0,8.7,0.580286827,0.884246594,629.814434686419,646.2592516337282,88.32394327107214,15.664289084399543,21.464849712747355,0,0,0.0,52581.0,10.527968767574144,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.165796236,0.2851034
17105,IL,Livingston,0,0,0.102422287,27.4,9.1,0.563322579,0.793772725,629.814434686419,646.2592516337282,89.60975609756098,15.768934531450576,22.48523748395379,0,0,0.0,55474.0,8.57035191840629,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.281661289,0.2643125
17107,IL,Logan,0,0,0.0329576,28.8,8.3,0.560279481,0.856898029,629.814434686419,646.2592516337282,87.72809767365122,15.706979046361985,20.003299785513942,0,0,0.0,58191.0,31.848796963305464,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.197745699,0.2340589
17109,IL,McDonough,0,0,0.091993499,27.9,7.5,0.919934991,1.134586489,629.814434686419,646.2592516337282,88.85992886054214,14.240156997424261,16.076904207040354,0,0,1.0,42453.0,28.80654580745281,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.153322499,0.2744991
17111,IL,McHenry,0,0,0.123349791,26.5,6.9,0.594026624,0.649209425,629.814434686419,646.2592516337282,83.7491903096256,10.143801010493588,27.262274906075916,0,1,0.0,80513.0,43.07905336948665,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.139580026,0.0880176
17113,IL,McLean,0,0,0.106681207,27.8,7.3,0.586746638,0.740841715,629.814434686419,646.2592516337282,81.87377633099804,10.22574481636119,22.652324676243722,0,1,0.0,65766.0,27.36467937604009,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.165948544,0.1509926
17115,IL,Macon,0,1,0.117400571,29.7,9.4,0.623126106,0.659249359,629.814434686419,646.2592516337282,78.38184313159036,16.378376426404735,22.82608695652174,0,1,1.0,48302.0,29.94271731657383,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.117400571,0.2400163
17117,IL,Macoupin,0,0,0.083980684,28.6,9.0,0.419903422,0.587864791,629.814434686419,646.2592516337282,96.96430440699257,17.106668062388778,22.558358630796608,0,1,0.0,50460.0,9.226958643392567,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.209951711,0.3115265
17119,IL,Madison,0,0,0.133839942,28.3,9.4,0.684070816,0.646893054,629.814434686419,646.2592516337282,86.71764172874533,14.270541662643623,22.744186391960845,0,1,0.0,52969.0,31.75436400008913,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.148711047,0.216548
17121,IL,Marion,0,0,0.126694539,27.2,9.0,0.709489421,0.582794882,629.814434686419,646.2592516337282,92.44110860359561,17.554580723685877,23.424702690366914,0,0,0.0,43018.0,25.36374262127672,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.126694539,0.3043986
17123,IL,Marshall,0,0,0.0,27.1,9.0,0.394601847,0.868124063,629.814434686419,646.2592516337282,95.9493670886076,19.525316455696203,21.693037974683545,0,1,0.0,53610.0,13.595431365171123,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.236761108,0.2353864
17125,IL,Mason,0,0,0.06762697,28.5,9.2,0.676269696,0.811523636,629.814434686419,646.2592516337282,97.47715805263876,19.12586935769808,22.00327287603982,0,0,1.0,43743.0,7.0592941945853,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.338134848,0.3341129
17127,IL,Massac,0,0,0.06478782,27.8,9.5,0.453514739,0.647878199,629.814434686419,646.2592516337282,89.83083803227689,18.393933501847172,22.801218484671722,0,0,0.0,41548.0,12.590627829033119,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.19436346,0.1996406
17129,IL,Menard,0,0,0.157232704,27.3,8.3,0.235849057,0.70754717,629.814434686419,646.2592516337282,96.96969696969697,15.568673750491932,23.620621802439985,0,1,0.0,64706.0,2.7616612691869658,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.157232704,0.1594134
17131,IL,Mercer,0,0,0.121669303,27.4,8.9,0.304173257,0.547511863,629.814434686419,646.2592516337282,96.82365826944141,18.260922477789947,22.635998539613,0,1,1.0,57934.0,23.01909253096988,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.121669303,0.1822047
17133,IL,Monroe,0,0,0.121773015,26.8,7.9,0.608865075,0.730638091,629.814434686419,646.2592516337282,97.0689079709925,14.133567982522683,24.489486300330736,0,1,0.0,79686.0,19.95227883521601,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.121773015,0.1825317
17135,IL,Montgomery,0,0,0.132784491,26.3,9.1,0.730314699,0.896295313,629.814434686419,646.2592516337282,94.12038267339888,17.270130215253786,21.213127823545044,0,0,1.0,46006.0,15.155047042492228,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.165980613,0.269324
17137,IL,Morgan,0,0,0.112353239,27.3,8.8,0.702207741,0.617942812,629.814434686419,646.2592516337282,89.84443131628548,16.69620502433398,21.34357329732467,0,0,0.0,45259.0,25.120375014938958,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.140441548,0.1991635
17139,IL,Moultrie,0,0,0.06762697,26.8,9.1,0.338134848,0.608642727,629.814434686419,646.2592516337282,97.83106560689748,17.634379630877003,24.929273878485787,0,0,0.0,58975.0,2.9575471635750508,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.135253939,0.3478019
17141,IL,Ogle,0,0,0.093247049,27.0,8.3,0.484884653,0.857872848,629.814434686419,646.2592516337282,88.64983083163543,15.182159747275549,24.75652840346188,0,0,0.0,57268.0,12.438460824478364,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.149195278,0.0904339
17143,IL,Peoria,0,0,0.090943134,27.2,9.7,0.663349917,0.845236185,629.814434686419,646.2592516337282,72.72083820391005,13.921627505442535,24.07208811007325,0,1,0.0,53781.0,29.633475769341107,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.21933344,0.2284968
17145,IL,Perry,0,0,0.134084205,27.8,8.7,0.312863145,0.670421024,629.814434686419,646.2592516337282,87.08277404921701,15.727069351230424,20.72930648769575,0,0,0.0,46598.0,20.621241527163445,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.17877894,0.2670702
17147,IL,Piatt,0,0,0.0,27.4,8.9,0.417312507,0.775008942,629.814434686419,646.2592516337282,97.29212744336184,16.2173471217646,23.952417956841412,0,1,0.0,65122.0,3.0562237088757724,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.23846429,0.1818953
17149,IL,Pike,0,0,0.0607054,26.2,9.1,0.485643174,0.849875554,629.814434686419,646.2592516337282,96.17772367620206,19.08703590992088,22.59281801582471,0,0,1.0,45106.0,24.057109546965307,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.303526984,0.3050454
17151,IL,Pope,0,0,0.0,27.3,9.6,0.0,0.902730761,629.814434686419,646.2592516337282,90.71588366890381,21.588366890380314,18.21029082774049,0,0,0.0,41150.0,29.70158163926219,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.22568269,0.2474635
17153,IL,Pulaski,1,0,0.0,28.2,11.0,0.162232317,0.48669695,629.814434686419,646.2592516337282,63.901963966888495,18.24379159227398,22.804739490342477,1,0,1.0,35135.0,57.632871834193146,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.811161583,0.4758129
17155,IL,Putnam,0,0,0.333500083,27.2,9.2,0.0,1.667500417,629.814434686419,646.2592516337282,94.13919413919413,17.7988677988678,21.295371295371297,0,0,0.0,60590.0,4.944829763351498e-05,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.333500083,0.1668335
17157,IL,Randolph,0,0,0.149129086,27.3,8.2,0.507038893,0.715819613,629.814434686419,646.2592516337282,86.4290835225236,15.951726610108736,19.808220814912175,0,0,1.0,50129.0,13.288370530305205,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.238606538,0.1222195
17159,IL,Richland,0,0,0.184854273,28.4,9.9,0.862653275,0.862653275,629.814434686419,646.2592516337282,96.55023717119448,19.158504281402085,22.226329082732704,0,0,0.0,43332.0,4.947200871752455,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.184854273,0.323499
17161,IL,Rock Island,0,0,0.094881804,27.0,9.0,0.772608979,0.752277163,629.814434686419,646.2592516337282,75.74858010383203,16.18546080544373,22.49264636113483,0,1,0.0,50419.0,20.41371386654684,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.15587725,0.2181903
17163,IL,St. Clair,0,0,0.115460969,28.4,9.4,0.614550317,0.610825769,629.814434686419,646.2592516337282,62.89732499925941,12.519625559143288,25.397695292828153,0,1,0.0,50416.0,41.79979444123071,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.145257348,0.2060039
17165,IL,Saline,0,0,0.0,26.7,9.8,0.843001084,0.722572358,629.814434686419,646.2592516337282,92.36543170232409,18.404046080359652,22.895676955806206,0,0,0.0,40873.0,34.8781326800393,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.32114327,0.348486
17167,IL,Sangamon,0,0,0.107044551,28.8,9.6,0.790090733,0.83086961,629.814434686419,646.2592516337282,82.53969057807713,13.856632821006254,23.70850530473755,0,1,0.0,57591.0,31.586941506729904,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.127433989,0.2310548
17169,IL,Schuyler,0,0,0.0,26.4,9.1,0.534116704,0.667645881,629.814434686419,646.2592516337282,94.94962884411453,18.531283138918344,20.943796394485684,0,0,0.0,50720.0,13.988910804611216,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.133529176,0.1457513
17171,IL,Scott,0,0,0.0,27.2,9.4,0.558347292,0.744463056,629.814434686419,646.2592516337282,97.96451914098972,18.03921568627451,23.75350140056022,0,0,1.0,50474.0,4.170700484964426,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.372231528,0.3846894
17173,IL,Shelby,0,0,0.0446708,26.9,9.1,0.268024658,0.848744751,629.814434686419,646.2592516337282,98.02799266645799,18.924115726870276,22.5908867325493,0,0,0.0,49633.0,15.771346853922596,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.223353882,0.1835452
17175,IL,Stark,0,0,0.0,26.8,9.5,0.0,0.661922886,629.814434686419,646.2592516337282,97.1971971971972,19.91991991991992,23.540206873540207,0,1,1.0,50083.0,30.02026271035302,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.330961443,0.3292723
17177,IL,Stephenson,0,0,0.167392032,28.6,9.2,0.544024104,0.669568129,629.814434686419,646.2592516337282,85.12083167403743,18.7755444237178,22.659344805181195,0,0,0.0,46430.0,8.790297462769633,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.20924004,0.2146015
17179,IL,Tazewell,0,0,0.133280021,26.4,8.6,0.681208998,0.733040117,629.814434686419,646.2592516337282,95.00051700961637,15.612951829475458,23.513597352910764,0,1,0.0,57747.0,40.38240891490864,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.103662239,0.2129391
17181,IL,Union,0,0,0.0558378,27.7,8.9,0.446702775,0.502540622,629.814434686419,646.2592516337282,92.39667565139264,18.16599281221923,21.495956873315365,0,0,0.0,44221.0,7.8756193352082215,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.223351388,0.3325574
17183,IL,Vermilion,0,0,0.085668829,27.1,9.7,0.489536164,0.562966589,629.814434686419,646.2592516337282,80.35528330781011,16.29647779479326,24.41408882082695,0,1,1.0,44705.0,17.5642493067619,79,8.898951226099808,2.400156338966488,0.9615961818095771,0.159099253,0.2237331
